Time,Open,High,Low,Last,Change,%Chg,Volume,1day %chg,2day %chg,3day %chg,4day %chg,5day %chg,9day %chg,13day %chg,20day %chg,% of 1day range,% of 2day range,% of 3day range,% of 4day range,% of 5day range,% of 9day range,% of 13day range,% of 20day range,1day high %above,2day high %above,3day high %above,4day high %above,5day high %above,9day high %above,13day high %above,20day high %above,1day low %above,2day low %above,3day low %above,4day low %above,5day low %above,9day low %above,13day low %above,20day low %above,1ma %above,2ma %above,3ma %above,4ma %above,5ma %above,9ma %above,13ma %above,20ma %above,49ma %above,1vwap %above,2vwap %above,3vwap %above,4vwap %above,5vwap %above,9vwap %above,13vwap %above,20vwap %above,49vwap %above 
12/13/2016,137.53,138.05,136.24,136.86,0.01,+0.01%,32624500,0.49689,-0.56395,-0.36946,1.19941,2.18441,4.49814,2.91851,6.48858,-0.97087,-11.68831,14.56954,44.39655,57.56579,69.75381,69.75381,75.47529,-0.75052,-0.92926,-0.92926,-0.92926,-0.92926,-0.92926,-0.92926,-0.92926,0.7472,0.7472,1.27393,2.49665,3.60856,5.55683,5.55683,7.19408,0.16022,-0.19714,-0.08798,0.31852,0.76147,2.33366,2.6412,3.60596,9.46195,0.16022,-0.1957,-0.06009,0.27942,0.63191,2.13968,2.48511,3.81946,8.89287
12/14/2016,136.42,137.35,134.81,135.15,-1.71,-1.25%,45923600,-0.3215,-0.31421,-1.3665,-1.17357,0.38263,4.16126,1.75282,5.30297,-80.1105,-84.54936,-86.04651,-58.9404,-3.44828,43.72802,43.72802,54.37262,-1.18073,-1.55156,-1.72886,-1.72886,-1.72886,-1.72886,-1.72886,-1.72886,0.13212,0.13212,0.13212,0.45655,1.6694,4.70489,4.70489,6.32892,-0.45969,-0.55402,-0.82232,-0.78606,-0.48486,1.09123,1.58399,2.46934,8.3381,-0.45969,-0.55678,-0.82785,-0.7788,-0.51737,0.91223,1.41037,2.51049,7.79175
12/15/2016,135.37,137.14,134.96,136.16,1.01,+0.75%,41352500,0.16278,-1.0887,-1.08148,-2.12566,-1.93422,3.41482,2.29729,4.50054,-55.90551,-65.4321,-70.21277,-72.06983,-72.06983,16.86747,19.10903,29.51992,-1.44157,-1.94133,-2.3093,-2.48523,-2.48523,-2.48523,-2.48523,-2.48523,0.4154,0.4154,0.4154,0.4154,0.4154,3.71591,3.89899,4.91359,-0.29462,-0.76241,-0.98018,-1.26605,-1.30121,-0.05715,0.69445,1.43215,7.30118,-0.29462,-0.68351,-0.90765,-1.19099,-1.25366,-0.30237,0.51863,1.42122,6.71671
12/16/2016,136.35,137.53,135.63,135.91,-0.25,-0.18%,39348100,0.13954,0.8879,-0.37264,-0.36536,-1.41711,2.4033,3.09239,4.64313,27.52294,21.25984,-4.93827,-18.08511,-23.19202,28.71573,42.08675,45.53473,-0.57605,-0.72807,-1.23144,-1.60208,-1.77928,-1.77928,-1.77928,-1.77928,1.02993,1.14235,1.14235,1.14235,1.14235,3.38161,4.65116,5.08671,0.1935,0.31021,0.03505,-0.14951,-0.40321,0.24507,1.23458,1.91586,7.8593,0.1935,0.31633,0.08992,-0.08785,-0.32988,0.12779,1.0485,1.85067,7.26586
12/19/2016,136.05,137.19,135.91,136.8,0.89,+0.65%,33393800,0.10301,-0.08079,0.66593,-0.59185,-0.58458,1.08478,3.3736,3.86289,-55.78947,-15.1751,-8.82353,-23.45679,-34.04255,8.88158,35.05275,35.05275,-1.07613,-1.07613,-1.07613,-1.44875,-1.81858,-1.99539,-1.99539,-1.99539,0.30967,0.80765,0.91981,0.91981,0.91981,2.4936,4.42091,4.42091,-0.2249,-0.12602,-0.01551,-0.19501,-0.34038,-0.26608,0.78888,1.4617,7.39261,-0.2249,-0.12356,-0.0042,-0.15369,-0.29088,-0.31067,0.62456,1.35049,6.79248
12/20/2016,137.28,138.21,136.99,137.96,1.16,+0.85%,31753600,0.35088,1.00802,0.82256,1.57603,0.30688,1.01545,4.8179,4.31611,114.0625,73.68421,80.54475,81.61765,52.46914,33.62069,63.89215,63.89215,0.0656,-0.18178,-0.18178,-0.18178,-0.55777,-1.10935,-1.10935,-1.10935,1.00802,1.21655,1.71903,1.83221,1.83221,2.31033,5.36496,5.36496,0.47329,0.57511,0.6755,0.78432,0.66041,0.42674,1.43612,2.15654,8.14691,0.47329,0.58346,0.68961,0.81052,0.7011,0.43602,1.29141,2.01733,7.57115
12/21/2016,137.85,138.15,137.01,137.06,-0.9,-0.65%,23215900,-0.07973,0.76754,1.42742,1.24119,1.99778,-0.13764,5.3094,3.80271,40.98361,68.69565,72.09302,77.84615,78.82353,51.62095,76.62651,77.25674,-0.26047,-0.26047,-0.26047,-0.26047,-0.26047,-0.69875,-0.69875,-0.69875,0.62778,1.42742,1.63681,2.14138,2.25503,2.25503,5.616,5.80244,0.09439,0.49085,0.69149,0.84187,0.97915,0.65554,1.48524,2.34018,8.33075,0.09439,0.50087,0.72383,0.88533,1.03944,0.69569,1.31784,2.21409,7.77777
12/22/2016,136.56,136.75,134.81,135.32,-1.74,-1.27%,34737800,-0.3648,-1.01479,-0.17544,0.47826,0.29377,-1.26527,2.56102,2.19262,-178.94737,-170.4918,-43.47826,-27.90698,-1.53846,-12.7182,34.77633,47.01055,-1.15092,-1.19384,-1.19384,-1.19384,-1.19384,-1.62801,-1.62801,-1.62801,-0.32844,-0.31389,0.47826,0.68569,1.18554,1.29812,3.54083,4.81234,-0.61618,-0.72936,-0.50515,-0.34238,-0.2051,-0.29098,0.17003,1.19653,7.05288,-0.61618,-0.74692,-0.48606,-0.29122,-0.13567,-0.22274,0.11964,1.0823,6.60347
12/23/2016,135.46,136.12,135.27,136.04,0.72,+0.53%,17081300,0.10346,-1.16737,-1.81212,-0.97953,-0.3311,-1.01571,0.64641,1.03677,-32.98969,-61.07784,-61.76471,-61.76471,-61.76471,-65.42553,-10.52632,21.21923,-0.94333,-1.94716,-1.98973,-1.98973,-1.98973,-2.24435,-2.4204,-2.4204,0.48216,0.48216,0.48216,0.48216,0.48216,0.48216,2.04912,3.96807,-0.12289,-0.77402,-1.06471,-1.0133,-0.94236,-0.8797,-0.79563,0.28849,5.93949,-0.12289,-0.64524,-1.00001,-0.96173,-0.88823,-0.81603,-0.80163,0.16307,5.52723
12/27/2016,136.23,137.3,136.21,136.65,0.61,+0.45%,13571700,0.13966,0.67248,-0.60557,-1.25399,-0.41667,-0.46032,0.24283,2.94718,125.88235,46.39175,-14.97006,-16.47059,-16.47059,-16.47059,-11.63793,39.27315,0.08081,-0.38026,-1.38979,-1.4326,-1.4326,-1.4326,-1.86573,-1.86573,0.70969,1.05333,1.05333,1.05333,1.05333,1.05333,1.5278,4.55906,0.30926,0.37701,-0.0375,-0.30067,-0.29957,-0.19455,-0.32886,0.78743,6.28858,0.30926,0.40011,0.00798,-0.3186,-0.31303,-0.15824,-0.32895,0.70134,5.97692
12/28/2016,136.89,136.98,134.83,135.25,-1.4,-1.02%,22712400,0.17563,0.62482,1.16021,-0.12403,-0.77559,1.28746,-0.83309,3.50068,24.77064,59.60591,67.06827,24.5509,22.35294,22.35294,3.74065,54.74795,-0.29862,-0.29862,-0.29862,-0.91205,-0.95507,-0.95507,-1.39029,-1.39029,0.49923,1.1976,1.54291,1.54291,1.54291,1.54291,1.54291,5.06562,0.12434,0.45867,0.61578,0.36598,0.17074,0.31593,0.0808,1.13007,6.52727,0.12434,0.49709,0.72738,0.43593,0.15982,0.36741,0.08489,1.07373,6.36909
12/29/2016,135.29,136.26,134.69,135.37,0.12,+0.09%,21312900,0.02957,-0.99524,-0.55131,-0.02217,-1.29141,-0.63895,-2.1835,2.79614,-57.2093,-62.75304,-62.75304,-61.44578,-71.25749,-71.76471,-76.05985,17.23329,-1.23376,-1.46395,-1.46395,-1.46395,-2.07021,-2.11273,-2.54286,-2.54286,0.34117,0.34117,0.34117,0.35606,0.35606,0.35606,0.35606,3.83759,-0.29234,-0.67057,-0.57486,-0.4934,-0.70459,-0.84986,-0.99636,-0.17008,5.03838,-0.29234,-0.57555,-0.51397,-0.40936,-0.64739,-0.84096,-0.99019,-0.2098,4.98027
12/30/2016,135.6,135.63,134.4,134.85,-0.52,-0.38%,28399300,0.1699,0.25878,-0.76839,-0.32343,0.20692,-0.22809,-0.91341,3.53516,15.92357,-20.52402,-30.2682,-30.2682,-30.2682,-48.29545,-53.09278,24.50176,-0.48437,-1.00745,-1.23816,-1.23816,-1.23816,-1.88843,-2.14332,-2.31955,0.67563,0.67563,0.67563,0.67563,0.67563,0.67563,0.67563,4.07552,0.11813,0.02705,-0.25663,-0.23115,-0.18892,-0.57031,-0.60986,-0.06571,5.04393,0.11813,0.02415,-0.17585,-0.171,-0.123,-0.593,-0.61053,-0.1119,5.08756
01/03/2017,136.49,136.83,134.5,135.52,0.67,+0.50%,29792400,1.21617,0.82736,0.91682,-0.11709,0.33079,-0.22661,-0.27035,4.27044,239.8374,124.73118,62.0155,44.13793,44.13793,9.71129,9.71129,43.85542,0.63408,0.16879,-0.35772,-0.58995,-0.58995,-1.24448,-1.24448,-1.67843,1.55506,1.55506,1.55506,1.55506,1.55506,1.55506,1.55506,4.57401,1.13367,0.95414,0.83316,0.58093,0.56487,0.1963,0.1752,0.45361,5.50354,1.13367,0.97969,0.85781,0.69448,0.66232,0.18639,0.1793,0.35612,5.62055
01/04/2017,136.05,137.96,136.01,137.78,2.26,+1.67%,34499300,0.39109,0.88988,0.50233,0.5915,-0.43908,-1.38446,0.66593,2.17799,33.04721,35.80247,35.80247,27.90698,13.7931,-13.38583,-13.38583,20.05772,-0.57005,-0.57005,-0.57005,-0.67893,-0.91042,-1.56284,-1.56284,-1.99539,1.15242,1.22768,1.22768,1.22768,1.22768,1.22768,1.22768,3.15414,0.31953,0.563,0.52543,0.46089,0.26925,-0.04381,-0.06686,-0.04139,4.91897,0.31953,0.55715,0.52851,0.47046,0.35692,-0.032,-0.05741,-0.09729,5.10724
01/05/2017,137.49,137.76,135.51,136.19,-1.59,-1.15%,30286800,-0.21048,1.45366,1.95773,1.56608,1.65619,0.31373,0.97679,2.15469,51.79487,72.83237,73.59551,73.59551,73.59551,64.8,62.20472,56.25,-0.34068,-0.34068,-0.34068,-0.34068,-0.34068,-0.47774,-0.52095,-0.95808,1.08816,2.22305,2.29911,2.29911,2.29911,2.29911,2.29911,3.57842,0.17486,0.77449,1.13856,1.23205,1.25144,1.05293,0.90648,0.85137,5.77504,0.17486,0.73035,1.0782,1.15931,1.18747,1.06481,0.8903,0.80639,6.03931
01/06/2017,136.41,136.71,135.68,135.69,-0.5,-0.37%,23435900,0.16154,-0.99434,0.65673,1.15684,0.76826,0.8055,0.36789,0.37528,-20.0,-26.53061,10.40462,12.92135,12.92135,12.92135,5.51181,-3.87931,-0.97997,-1.12351,-1.12351,-1.12351,-1.12351,-1.12351,-1.30237,-1.73606,0.66416,0.66416,1.42007,1.49554,1.49554,1.49554,1.49554,1.66195,-0.05617,-0.33487,-0.03013,0.24373,0.33787,0.33453,0.09125,-0.02907,4.69246,-0.05617,-0.35294,-0.05939,0.20017,0.27606,0.32873,0.0688,-0.06363,5.04694
01/09/2017,135.54,135.72,134.5,134.8,-0.89,-0.66%,24077800,-0.11055,-0.47727,-1.62578,0.01476,0.51168,-0.36754,-0.92105,-1.81107,-127.18447,-97.33333,-97.55102,-39.88439,-35.95506,-35.95506,-40.15748,-48.41629,-0.85583,-1.6115,-1.75413,-1.75413,-1.75413,-1.75413,-1.93184,-2.36277,-0.10318,0.02214,0.02214,0.77323,0.84821,0.84821,0.84821,0.84821,-0.35777,-0.52597,-0.76711,-0.59041,-0.38804,-0.33796,-0.52859,-0.68875,3.7653,-0.35777,-0.54738,-0.82171,-0.62965,-0.42591,-0.35483,-0.55167,-0.72822,4.19945
01/10/2017,135,136.38,134.76,136.09,1.29,+0.96%,21684800,0.14837,-0.50851,-0.87378,-2.01771,-0.38371,-1.20746,-2.14555,-2.39317,-18.03279,-54.75113,-69.32515,-71.09827,-71.09827,-66.29213,-68.50394,-72.85068,-0.5305,-1.25082,-2.00348,-2.14555,-2.14555,-2.14555,-2.32255,-2.75176,0.37175,0.37175,0.37175,0.37175,0.37175,0.44643,0.44643,0.44643,-0.00494,-0.38126,-0.61837,-0.8756,-0.79171,-0.66983,-0.83382,-0.99942,3.09187,-0.00494,-0.37619,-0.65499,-0.95948,-0.85407,-0.68514,-0.85588,-1.0304,3.58008
01/11/2017,136.23,136.79,135.42,136.33,0.24,+0.18%,27428700,0.10287,1.06083,0.39797,0.02937,-1.12498,0.72458,-0.60557,-0.45305,81.48148,84.04255,56.56109,6.13497,-0.0,2.80899,-2.4,-12.23022,-0.10999,-0.10999,-0.35111,-1.11063,-1.25399,-1.25399,-1.38979,-1.68868,1.09083,1.28625,1.28625,1.28625,1.28625,1.36161,1.36161,1.36161,0.35852,0.63158,0.47036,0.30495,0.09356,0.31527,0.18158,-0.00391,3.74863,0.35852,0.6459,0.47722,0.27375,0.00992,0.26588,0.17997,-0.02933,4.27309
01/12/2017,136.16,136.22,133.59,135.28,-1.05,-0.77%,41844200,-0.1247,0.05144,1.0089,0.34638,-0.02203,0.58359,0.62075,-0.51147,8.0292,37.93103,44.97817,44.97817,1.84049,-1.1236,-1.1236,-7.61155,-0.46056,-0.46056,-0.46056,-0.46056,-1.16144,-1.30473,-1.30473,-1.48325,0.54645,1.03888,1.2342,1.2342,1.2342,1.30952,1.30952,1.30952,-0.01469,0.14587,0.3809,0.31003,0.19967,0.22327,0.19964,-0.01383,3.40817,-0.01469,0.12707,0.36514,0.30022,0.17093,0.17558,0.19043,-0.03179,4.03615
01/13/2017,135.65,136.97,135.65,136.26,0.98,+0.72%,27784400,0.27351,-0.49879,-0.32332,0.63056,-0.02948,0.59325,-0.28668,0.36996,56.65399,28.75,28.75,28.75,28.75,-5.72082,-5.72082,-10.82251,-0.41844,-0.83339,-0.83339,-0.83339,-0.83339,-1.6744,-1.6744,-1.85225,1.54203,1.54203,1.54203,1.54203,1.54203,1.54203,1.54203,1.54203,0.45916,0.03318,-0.00082,0.11809,0.03884,-0.11863,-0.14194,-0.3144,2.73921,0.45916,0.12153,0.0761,0.15965,0.08549,-0.12364,-0.12599,-0.31038,3.36027
01/17/2017,135.6,135.69,134.13,134.41,-1.85,-1.36%,28197700,-0.48437,0.23655,-0.53547,-0.36006,0.59347,0.05903,-0.76839,-0.41128,-107.57576,18.93491,18.93491,18.93491,18.93491,-8.00915,-8.00915,-12.98701,-1.00022,-1.00022,-1.00022,-1.00022,-1.00022,-1.71064,-1.71064,-1.88843,-0.03686,1.5046,1.5046,1.5046,1.5046,1.5046,1.5046,1.5046,-0.50871,-0.04546,-0.1726,-0.15585,-0.03735,-0.26424,-0.20606,-0.37031,2.37994,-0.50871,0.04861,-0.08595,-0.08954,-0.00074,-0.26624,-0.191,-0.37295,3.05516
01/18/2017,134.76,134.93,133.95,134.85,0.44,+0.33%,21289600,0.2604,-1.10084,-0.38439,-1.15162,-0.97729,-2.1919,-0.36229,-0.84615,-19.23077,-55.6338,-30.76923,-30.76923,-30.76923,-46.45309,-46.45309,-49.35065,-0.68539,-1.61349,-1.61349,-1.61349,-1.61349,-2.31951,-2.31951,-2.4962,0.46969,0.46969,0.87581,0.87581,0.87581,0.87581,0.87581,0.87581,0.01237,-0.55958,-0.43999,-0.59137,-0.618,-0.81128,-0.71315,-0.93859,1.44296,0.01237,-0.55538,-0.40366,-0.54431,-0.57093,-0.81631,-0.72205,-0.94076,2.21468
01/19/2017,135.14,135.44,133.17,133.75,-1.1,-0.82%,34105800,0.21505,0.54311,-0.82196,-0.10349,-0.87288,-0.77098,-0.1699,-1.21345,142.85714,36.78161,-21.19205,-8.28402,-8.28402,-25.65947,-29.06178,-32.90043,0.15564,-0.40534,-1.33606,-1.33606,-1.33606,-1.90186,-2.04407,-2.22126,0.88839,0.88839,0.88839,1.16027,1.16027,1.16027,1.16027,1.16027,0.4186,0.35645,-0.04766,-0.01541,-0.16597,-0.31364,-0.37051,-0.59422,1.43791,0.4186,0.34778,-0.08484,-0.02648,-0.1653,-0.3125,-0.39409,-0.60203,2.22725
01/20/2017,134.21,134.88,133.82,134.44,0.69,+0.52%,29286000,0.34393,-0.4746,-0.1488,-1.50448,-0.79095,-1.09072,-0.4746,-2.71818,-8.37004,-8.37004,-17.46032,-45.26316,-45.26316,-45.26316,-56.5762,-58.73016,-0.90815,-0.90815,-1.09072,-2.01504,-2.01504,-2.01504,-2.71818,-2.89415,0.78096,0.78096,0.78096,0.78096,0.78096,0.78096,0.78096,0.78096,0.0671,-0.10297,-0.20077,-0.53607,-0.55032,-0.80725,-0.98201,-1.18697,0.49732,0.0671,-0.06367,-0.17596,-0.51685,-0.54156,-0.77238,-0.98556,-1.17072,1.29847
01/23/2017,134.03,134.68,133.12,133.88,-0.56,-0.42%,20537000,-0.30497,0.20935,-0.60808,-0.28272,-1.63658,-0.57122,-1.09947,-2.21071,-60.37736,-24.22907,-24.22907,-31.74603,-54.73684,-54.73684,-64.09186,-65.46185,-0.63019,-1.04105,-1.04105,-1.22338,-2.14646,-2.14646,-2.84865,-2.98227,0.15693,0.64579,0.64579,0.64579,0.64579,0.64579,0.64579,0.64579,-0.26046,-0.16387,-0.24478,-0.31609,-0.58793,-0.80615,-1.08225,-1.19801,0.12237,-0.26046,-0.15652,-0.21941,-0.29703,-0.56936,-0.78007,-1.08417,-1.16369,0.98087
01/24/2017,134.34,136.28,134.22,135.93,2.05,+1.53%,34313800,0.34359,-0.07438,0.44112,-0.3782,-0.05208,-1.28591,-2.49673,-0.72421,56.41026,38.63636,5.17241,5.17241,-5.05837,-36.62338,-49.58678,-49.58678,-0.25245,-0.40036,-0.81217,-0.81217,-0.99491,-1.92013,-2.62395,-2.62395,0.91647,0.91647,0.91647,0.91647,0.91647,0.91647,0.91647,0.91647,0.3336,0.15159,0.15573,0.07263,-0.00198,-0.48561,-0.75637,-0.84109,0.15921,0.3336,0.11969,0.13771,0.0741,-0.00506,-0.48458,-0.78209,-0.8293,0.80105
01/25/2017,137.06,137.55,136.95,137.21,1.28,+0.94%,29127300,0.83131,2.37526,1.94882,2.47477,1.63886,0.53547,0.63881,0.74978,175.72816,149.36709,149.36709,149.36709,149.36709,104.67532,69.82759,62.80992,0.57235,0.57235,0.57235,0.57235,0.57235,0.06571,-0.50813,-0.65236,2.11593,2.95974,2.95974,2.95974,2.95974,2.95974,2.95974,2.95974,1.16871,1.76337,1.84025,1.92798,1.91143,1.55156,1.35517,1.1722,2.0117,1.16871,1.61336,1.74565,1.87401,1.86963,1.52944,1.35253,1.18596,2.45136
01/26/2017,137.34,137.5,136.42,136.66,-0.55,-0.40%,22255500,0.09475,1.0373,2.5844,2.1571,2.68411,1.52277,1.21601,0.50494,30.0,87.38739,90.51919,90.51919,90.51919,90.51919,90.51919,74.38017,-0.15267,-0.15267,-0.15267,-0.15267,-0.15267,-0.15267,-0.15267,-0.44941,0.28478,2.32454,3.17007,3.17007,3.17007,3.17007,3.17007,3.17007,0.0753,0.72115,1.33134,1.54779,1.71726,1.67057,1.51892,1.32553,2.05433,0.0753,0.77432,1.20862,1.4638,1.67913,1.6442,1.51743,1.32958,2.27628
01/27/2017,136.77,137.04,135.65,136.19,-0.47,-0.34%,19467800,0.08049,-0.32068,0.61797,2.15865,1.73312,0.37428,1.46142,1.12384,-35.18519,-38.0531,53.15315,64.78555,64.78555,64.78555,64.78555,50.82645,-0.53091,-0.56707,-0.56707,-0.56707,-0.56707,-0.56707,-0.56707,-0.86257,0.25656,0.25656,1.89987,2.74189,2.74189,2.74189,2.74189,2.74189,-0.06576,-0.20309,0.17986,0.66487,0.88565,1.09644,1.04971,0.89979,1.51388,-0.06576,-0.22143,0.24618,0.60839,0.85897,1.09369,1.05963,0.89101,1.61499
01/30/2017,135.23,135.24,133.24,134.29,-1.9,-1.40%,40464300,-0.7049,-1.04639,-1.44304,-0.51497,1.00837,0.61007,-0.63193,-0.10342,-160.43165,-145.40541,-144.21053,-39.33934,-4.74041,-4.74041,-4.74041,-12.80992,-1.32078,-1.65091,-1.68666,-1.68666,-1.68666,-1.68666,-1.68666,-1.97883,-0.30962,-0.30962,-0.30962,0.7525,1.58504,1.58504,1.58504,1.58504,-0.78018,-0.98602,-1.14525,-0.9062,-0.53107,-0.04189,-0.1611,-0.25864,0.26384,-0.78018,-0.99974,-1.19038,-0.86363,-0.56413,-0.01877,-0.13314,-0.26029,0.35121
01/31/2017,133.87,135.56,133.48,135.23,0.94,+0.70%,32944900,-0.31276,-1.7035,-2.04156,-2.43422,-1.51549,-0.72673,-1.80445,-0.72673,-37.0,-66.84211,-70.42254,-70.76566,-70.76566,-66.13995,-66.13995,-69.00826,-1.01301,-2.31319,-2.64,-2.67539,-2.67539,-2.67539,-2.67539,-2.96463,0.47283,0.47283,0.47283,0.47283,0.47283,0.5634,0.5634,0.5634,-0.28801,-1.03863,-1.42363,-1.68305,-1.58403,-1.00759,-1.08166,-1.21863,-0.81555,-0.28801,-0.77694,-1.16214,-1.50325,-1.42867,-0.94844,-1.03275,-1.19845,-0.7572
02/01/2017,136.22,136.87,134.7,135.15,-0.08,-0.06%,30010400,0.73209,1.43719,0.02203,-0.32197,-0.72152,1.84673,0.69486,0.51653,163.46154,156.89655,56.84211,39.9061,38.28306,39.95485,39.95485,28.09917,0.48687,0.48687,-0.59837,-0.93091,-0.96692,-0.96692,-0.96692,-1.26124,2.05274,2.23657,2.23657,2.23657,2.23657,2.32873,2.32873,2.32873,1.08591,1.27379,0.82736,0.50046,0.24973,0.71526,0.73629,0.52296,0.85751,1.08591,1.29308,1.00776,0.71916,0.42093,0.79254,0.78628,0.54776,0.88858
02/02/2017,135.3,135.67,134.49,134.81,-0.34,-0.25%,19935700,0.11099,0.05176,0.7521,-0.6535,-0.99517,0.63969,-0.70454,-1.79997,-44.70046,7.37463,13.49862,8.42105,-3.28638,-1.58014,-1.58014,-9.91736,-1.14707,-1.14707,-1.14707,-1.2697,-1.6,-1.63577,-1.63577,-1.9281,0.44543,1.3635,1.54608,1.54608,1.54608,1.63762,1.63762,1.63762,-0.20161,0.09988,0.32461,0.05916,-0.18296,-0.08424,0.02502,-0.15436,0.10403,-0.20161,0.11398,0.3724,0.19632,-0.0109,-0.02511,0.06992,-0.12968,0.11083
02/03/2017,135.99,136.98,135.51,136.87,2.06,+1.53%,24534000,0.87531,0.62153,0.56201,1.26592,-0.14685,1.57604,1.17551,-0.14685,154.23729,26.05042,48.0826,51.51515,44.73684,29.57111,29.57111,23.7069,0.23587,-0.64295,-0.64295,-0.64295,-0.7662,-1.13413,-1.13413,-1.28484,1.11532,1.11532,1.88043,2.06394,2.06394,2.15595,2.15595,2.15595,0.7408,0.5236,0.6538,0.81237,0.60367,0.37507,0.6097,0.43859,0.56008,0.7408,0.4799,0.65247,0.86106,0.71197,0.42193,0.65126,0.47378,0.56139
02/06/2017,136.4,136.78,135.43,135.84,-1.03,-0.75%,23691500,-0.34339,1.17944,0.9249,0.86519,1.57123,0.34577,1.14943,0.52325,21.08844,53.41365,53.41365,66.85714,68.98396,46.63573,48.08126,48.08126,-0.42342,-0.42342,-0.42342,-0.42342,-0.42342,-0.83606,-0.83606,-0.83606,0.65678,1.42018,1.42018,2.18759,2.37166,2.37166,2.46394,2.46394,-0.03909,0.4998,0.53642,0.70632,0.8831,0.46676,0.81492,0.74264,0.80247,-0.03909,0.44381,0.51061,0.72695,0.96337,0.55828,0.8645,0.78663,0.79238
02/07/2017,135.82,136.46,134.77,135.24,-0.6,-0.44%,30342100,-0.01472,-0.76715,0.7492,0.49575,0.43629,-1.01305,1.54766,0.75668,-42.22222,-49.67742,6.82731,6.82731,33.71429,19.72158,21.89616,21.89616,-0.70186,-0.84684,-0.84684,-0.84684,-0.84684,-1.25772,-1.25772,-1.25772,0.28797,0.28797,0.98892,0.98892,1.75307,1.93636,2.02825,2.02825,-0.14459,-0.30462,-0.0,0.04542,0.19328,-0.00464,0.30411,0.31464,0.3301,-0.14459,-0.30741,-0.03942,0.02814,0.21826,0.08638,0.36863,0.35814,0.3121
02/08/2017,134.6,135.22,133.89,135,-0.24,-0.18%,32956800,-0.47323,-0.91284,-1.65851,-0.15577,-0.40696,-1.50739,0.11901,-1.09486,-120.11834,-116.91542,-115.38462,-91.16466,-91.16466,-36.15023,-33.18284,-33.18284,-1.36304,-1.5938,-1.73748,-1.73748,-1.73748,-2.10909,-2.14467,-2.14467,-0.12614,-0.12614,-0.12614,0.08179,0.08179,1.02071,1.11178,1.11178,-0.65688,-0.84958,-1.01971,-0.83801,-0.81402,-0.76104,-0.67417,-0.60418,-0.59489,-0.65688,-0.8259,-0.99274,-0.8511,-0.82004,-0.65901,-0.62775,-0.55989,-0.60049
02/09/2017,135.25,137.25,135.25,136.9,1.9,+1.41%,28267600,0.18519,0.00739,-0.43433,-1.1836,0.32639,-0.69021,1.0233,-0.7922,104.51128,5.83658,-5.88235,-11.97411,-11.97411,5.78947,-3.83747,-3.83747,0.02219,-0.88671,-1.11858,-1.26296,-1.26296,-1.30619,-1.67212,-1.67212,1.01576,1.01576,1.01576,1.01576,1.01576,1.50856,1.60006,1.60006,0.40583,0.1135,-0.11324,-0.30651,-0.20709,-0.10532,-0.21283,-0.08582,-0.14309,0.40583,0.12554,-0.0631,-0.24438,-0.17836,-0.01551,-0.16162,-0.04094,-0.15136
02/10/2017,137.79,138.37,137.2,137.94,1.04,+0.76%,27287500,0.65011,2.06667,1.88554,1.43551,0.67217,2.6063,1.36835,1.85541,154.0,132.14286,132.14286,132.14286,132.14286,126.93267,111.13689,110.83521,0.39344,0.39344,0.39344,0.39344,0.39344,0.39344,0.17448,0.17448,1.878,2.91284,2.91284,2.91284,2.91284,3.41489,3.41489,3.50811,0.96971,1.62629,1.65003,1.56324,1.44597,1.75623,1.51292,1.7798,1.6712,0.96971,1.67693,1.68376,1.60542,1.49502,1.82245,1.59004,1.82466,1.66592
02/13/2017,138.77,139.21,138.09,138.3,0.36,+0.26%,23245000,0.60171,1.36596,2.79259,2.61017,2.15695,2.61776,1.13694,1.84207,168.37607,125.64103,117.85714,117.85714,117.85714,116.35992,115.59454,115.2381,0.28908,0.28908,0.28908,0.28908,0.28908,0.28908,0.28908,0.28908,1.14431,2.60259,3.64478,3.64478,3.64478,3.96314,4.15041,4.24429,0.67713,1.17996,1.78563,1.94369,1.9598,2.17979,2.09836,2.39754,2.30542,0.67713,1.18887,1.86265,2.00457,2.00785,2.20899,2.176,2.43898,2.29729
02/14/2017,137.94,138.95,137.61,138.76,0.46,+0.33%,27144900,-0.2603,0.0,0.75968,2.17778,1.99645,2.06437,0.93663,2.62629,-126.78571,-26.36816,35.85859,52.25564,52.25564,52.25564,57.45394,58.29228,-0.91229,-0.91229,-0.91229,-0.91229,-0.91229,-0.91229,-0.91229,-0.91229,-0.10862,0.53936,1.98891,3.02487,3.02487,3.02487,3.52747,3.62079,-0.4283,-0.1773,0.23819,0.77072,0.97653,1.25578,1.41328,1.70104,1.58251,-0.4283,-0.15716,0.28301,0.89895,1.09175,1.29452,1.51907,1.76057,1.55881
02/15/2017,138.19,139.77,138.07,139.59,0.83,+0.60%,20253500,-0.41078,-0.07954,0.18124,0.94229,2.36296,2.50723,1.46854,2.47683,-13.43284,-27.5,-1.49254,48.48485,61.65414,61.65414,65.82915,66.50246,-0.54696,-0.73271,-0.73271,-0.73271,-0.73271,-0.73271,-0.73271,-0.73271,0.42148,0.42148,0.72157,2.17375,3.21159,3.21159,3.7151,3.80859,-0.18058,-0.21422,-0.05786,0.26907,0.72451,1.20267,1.50638,1.7467,1.6524,-0.18058,-0.21162,-0.04773,0.29862,0.83261,1.22903,1.60406,1.80711,1.64458
